,Unnamed: 0,Primary Instructor,Course Title,Subject,Number,Overall_GPA,Total_Students,A_range,B_range,C_range,D_range,F_range,YearTerm,Course Number,Type,Time,Days,Start_Time,Time_Category,Sentiment Score,synthetic_rating
11,30,"Challen, Geoffrey",Intro to Computer Science I,CS,124,3.564426973747474,6608,77.89295733095679,11.900276689435785,4.359598039465912,2.485990167602128,3.361177772539391,8,CS 124,Lab/Discussion,03:00 PM - 03:50 PM,T,15:00:00,-1,0.9711,67.94217008063306
12,30,"Challen, Geoffrey",Intro to Computer Science I,CS,124,3.564426973747474,6608,77.89295733095679,11.900276689435785,4.359598039465912,2.485990167602128,3.361177772539391,8,CS 124,Lab/Discussion,12:00 PM - 12:50 PM,T,12:00:00,1,0.9711,71.04054343462222
13,30,"Challen, Geoffrey",Intro to Computer Science I,CS,124,3.564426973747474,6608,77.89295733095679,11.900276689435785,4.359598039465912,2.485990167602128,3.361177772539391,8,CS 124,Lab/Discussion,04:00 PM - 04:50 PM,T,16:00:00,-1,0.9711,67.94217008063306
14,30,"Challen, Geoffrey",Intro to Computer Science I,CS,124,3.564426973747474,6608,77.89295733095679,11.900276689435785,4.359598039465912,2.485990167602128,3.361177772539391,8,CS 124,Lab/Discussion,12:00 PM - 12:50 PM,T,12:00:00,1,0.9711,71.04054343462222
15,30,"Challen, Geoffrey",Intro to Computer Science I,CS,124,3.564426973747474,6608,77.89295733095679,11.900276689435785,4.359598039465912,2.485990167602128,3.361177772539391,8,CS 124,Lab/Discussion,05:00 PM - 05:50 PM,T,17:00:00,-1,0.9711,67.94217008063306
16,30,"Challen, Geoffrey",Intro to Computer Science I,CS,124,3.564426973747474,6608,77.89295733095679,11.900276689435785,4.359598039465912,2.485990167602128,3.361177772539391,8,CS 124,Lab/Discussion,05:00 PM - 05:50 PM,T,17:00:00,-1,0.9711,67.94217008063306
17,37,"Chuang, Jer-Chin",Linear Algebra w Computat Appl,MATH,257,3.2827567913053315,4579,54.40652035333563,29.07437566523486,10.62893220663028,4.135505088882937,1.7546666859162952,17,MATH 257,Lecture,09:00 AM - 09:50 AM,MW,09:00:00,-1,0.872,49.31565293449944
18,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Lecture,12:00 PM - 12:50 PM,MW,12:00:00,1,0.8316,53.39451166402428
19,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,08:00 AM - 08:50 AM,F,08:00:00,-1,0.8316,50.29613831003512
20,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,09:00 AM - 09:50 AM,F,09:00:00,-1,0.8316,50.29613831003512
21,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,10:00 AM - 10:50 AM,F,10:00:00,1,0.8316,53.39451166402428
22,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,11:00 AM - 11:50 AM,F,11:00:00,1,0.8316,53.39451166402428
23,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,12:00 PM - 12:50 PM,F,12:00:00,1,0.8316,53.39451166402428
24,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,01:00 PM - 01:50 PM,F,13:00:00,1,0.8316,53.39451166402428
25,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,02:00 PM - 02:50 PM,F,14:00:00,1,0.8316,53.39451166402428
26,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,03:00 PM - 03:50 PM,F,15:00:00,-1,0.8316,50.29613831003512
27,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,04:00 PM - 04:50 PM,F,16:00:00,-1,0.8316,50.29613831003512
28,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,05:00 PM - 05:50 PM,F,17:00:00,-1,0.8316,50.29613831003512
29,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,08:00 AM - 08:50 AM,F,08:00:00,-1,0.8316,50.29613831003512
30,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,09:00 AM - 09:50 AM,F,09:00:00,-1,0.8316,50.29613831003512
31,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,10:00 AM - 10:50 AM,F,10:00:00,1,0.8316,53.39451166402428
32,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,11:00 AM - 11:50 AM,F,11:00:00,1,0.8316,53.39451166402428
33,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,12:00 PM - 12:50 PM,F,12:00:00,1,0.8316,53.39451166402428
34,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,01:00 PM - 01:50 PM,F,13:00:00,1,0.8316,53.39451166402428
35,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,08:00 AM - 08:50 AM,F,08:00:00,-1,0.8316,50.29613831003512
36,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,09:00 AM - 09:50 AM,F,09:00:00,-1,0.8316,50.29613831003512
37,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,10:00 AM - 10:50 AM,F,10:00:00,1,0.8316,53.39451166402428
38,47,"DiIanni, Isaac",Microeconomic Principles,ECON,102,3.216907048034101,4623,51.6029332438972,28.938341066720664,12.720674216116986,4.940315728682983,1.7977357445821749,71,ECON 102,Discussion,02:00 PM - 02:50 PM,F,14:00:00,1,0.8316,53.39451166402428
39,127,"Naiman, Jill",Data Visualization,IS,445,3.8653359968201104,432,92.03055124989584,4.415797390625659,2.6961742587218263,0.327932098765432,0.5295450019912386,8,IS 445,Lecture-Discussion,12:00 PM - 02:50 PM,M,12:00:00,1,0.9568,86.90422426839781
40,127,"Naiman, Jill",Data Visualization,IS,445,3.8653359968201104,432,92.03055124989584,4.415797390625659,2.6961742587218263,0.327932098765432,0.5295450019912386,8,IS 445,Lecture-Discussion,12:00 PM - 02:50 PM,M,12:00:00,1,0.9568,86.90422426839781
41,170,"Turk, Matthew",Data Visualization,IS,445,3.890327830972231,304,93.41818327447989,4.556379155435759,1.04928453025206,0.3144654088050314,0.6616876310272536,6,IS 445,Lecture-Discussion,09:00 AM - 11:50 AM,M,09:00:00,-1,0.9568,85.14971384711417
42,170,"Turk, Matthew",Data Visualization,IS,445,3.890327830972231,304,93.41818327447989,4.556379155435759,1.04928453025206,0.3144654088050314,0.6616876310272536,6,IS 445,Lecture-Discussion,09:00 AM - 11:50 AM,M,09:00:00,-1,0.9568,85.14971384711417
